Uniprot_ID	KEGG_rno	BRENDA	Complex Portal	EMBL	EcoGene	Ensembl_Transcript	Ensembl_Protein	Ensembl_Gene	Entrez Gene	Enzyme Nomenclature	GenBank	HGNC	HGNC Accession number	HomoloGene	InterPro	KEGG Genes	NCBI Protein	Pfam	Reactome	RefSeq	Rfam	Uniprot-TrEMBL	WikiPathways	Wikidata	miRBase Sequence	miRBase mature sequence	pato
A0A0G2K816	NA			AABR07029573											IPR001611,IPR003591,IPR005135,IPR032675,IPR034966,IPR036691,IPR050410			PF03372,PF13855									
A0A0G2K821	NA																										
A0A0G2K830	NA														IPR001320,IPR001508,IPR001828,IPR015683,IPR019594,IPR028082			PF00060,PF01094,PF10613									
A0A0G2K831	NA																										
A0A0G2K850	NA														IPR000504,IPR001876,IPR012677,IPR034869,IPR034870,IPR035979,IPR036443			PF00076,PF00641									
A0A0G2K860	NA														IPR000219,IPR001331,IPR001478,IPR001849,IPR011993,IPR015212,IPR035899,IPR036034,IPR036305,IPR037801,IPR037884,IPR041020,IPR044926			PF00595,PF00621,PF09128,PF17838	R-RNO-193648,R-RNO-416482,R-RNO-416572,R-RNO-8980692,R-RNO-9013026,R-RNO-9013148								
A0A0G2K865	NA														IPR007327			PF04201	R-RNO-432722								
A0A0G2K871	NA														IPR001356,IPR009057			PF00046									
A0A0G2K876	NA														IPR002073,IPR003018,IPR003607,IPR023088,IPR023174,IPR029016,IPR036971			PF00233,PF01590,PF13185									
A0A0G2K878	NA														IPR001611,IPR032675,IPR052116			PF13516									
A0A0G2K879	NA			AABR07072050,AC083911,AC114249					29277						IPR001128,IPR002401,IPR017972,IPR036396,IPR050182			PF00067		XP_008758586.1							
A0A0G2K880	NA														IPR002350,IPR004156,IPR036259			PF03137									
A0A0G2K888	NA														IPR002909,IPR013783,IPR014756,IPR029175,IPR039481			PF01833,PF15469									
A0A0G2K890	NA														IPR000299,IPR000798,IPR008954,IPR011174,IPR011259,IPR011993,IPR014352,IPR018979,IPR018980,IPR019747,IPR019748,IPR019749,IPR029071,IPR035963,IPR041789,IPR046810			PF00373,PF00769,PF09379,PF09380,PF20492									
A0A0G2K894	rno:366118								366118						IPR000276,IPR000725,IPR017452,IPR050427	rno:366118		PF13853		NP_001001384.1							
A0A0G2K896	NA								315963						IPR001156,IPR016357,IPR018195			PF00405		XP_038937483.1							
A0A0G2K899	NA								299203						IPR001792,IPR017968,IPR020456,IPR036046			PF00708		XP_017449587.1							
A0A0G2K8A1	NA														IPR009601			PF06729									
A0A0G2K8A6	rno:295324								295324						IPR000330,IPR001650,IPR002464,IPR010666,IPR014001,IPR027417,IPR038718,IPR049730,IPR050628	rno:295324		PF00176,PF00271,PF06839		NP_001099924.2							
A0A0G2K8A9	NA														IPR006630,IPR036388,IPR036390,IPR045180			PF05383									
A0A0G2K8B5	NA														IPR000008,IPR001565,IPR014638,IPR035892,IPR043566,IPR047022			PF00168									
A0A0G2K8B7	NA														IPR000629,IPR001650,IPR011545,IPR014001,IPR014014,IPR027417,IPR044728			PF00270,PF00271									
A0A0G2K8D1	NA								363463						IPR000535,IPR001251,IPR008962,IPR013783,IPR036273,IPR036865,IPR053012			PF00635,PF00650	R-RNO-6798695,R-RNO-9013405	NP_001385656.1,XP_006256927.1							
A0A0G2K8D3	NA																										
A0A0G2K8D5	NA																										
A0A0G2K8D6	NA																										
A0A0G2K8D7	NA								353305						IPR001699,IPR002070,IPR008967,IPR018186,IPR022582,IPR036960,IPR046360,IPR048387			PF00907,PF12598,PF20627		XP_006249480.1,XP_063127493.1							
A0A0G2K8E0	NA														IPR002672,IPR029004			PF01778									
A0A0G2K8E6	NA														IPR000535,IPR008962,IPR013783,IPR016763			PF00635									
A0A0G2K8E7	NA			AABR07030182,AABR07030183											IPR017946,IPR030395,IPR052271			PF03009									
A0A0G2K8F1	NA																										
A0A0G2K8F2	NA								500818						IPR003150,IPR036388,IPR036390,IPR039779,IPR057321			PF02257,PF25340		NP_001419501.1							
A0A0G2K8F3	NA								301563						IPR008518,IPR039433			PF05644		NP_001258213.1,XP_006245262.2							
A0A0G2K8F6	NA														IPR000602,IPR011013,IPR011330,IPR011682,IPR013780,IPR015341,IPR027291,IPR028995,IPR037094,IPR050843			PF01074,PF07748,PF09261									
A0A0G2K8G2	NA														IPR000873,IPR020845,IPR025110,IPR042099,IPR045851,IPR051087			PF00501,PF13193									
A0A0G2K8G5	NA														IPR002110,IPR036770			PF00023,PF12796,PF13637									
A0A0G2K8H2	NA								294747						IPR001791,IPR013320,IPR039005,IPR051561			PF02210,PF16184		NP_001127982.2							
A0A0G2K8H4	NA																										
A0A0G2K8H9	NA								171501						IPR001841,IPR013083			PF13639		NP_604462.2							
A0A0G2K8I0	NA														IPR006993,IPR036249,IPR051033			PF04908									
A0A0G2K8I5	NA								317183						IPR002126,IPR013164,IPR015919,IPR020894,IPR050174			PF00028,PF08266		XP_006257284.1							
A0A0G2K8J2	rno:155268								155268						IPR003927,IPR004031,IPR006187,IPR017974	rno:155268		PF00822		NP_571980.2							
A0A0G2K8K1	rno:361773								361773						IPR038830	rno:361773				NP_001414678.1,XP_017445888.2,XP_038957378.1,XP_038957379.1,XP_038957380.1,XP_038957381.1,XP_038957382.1,XP_063124851.1,XP_063124858.1,XP_063124859.1,XP_063124862.1,XP_063124867.1,XP_063124871.1,XP_063124876.1							
A0A0G2K8K4	NA																										
A0A0G2K8M2	NA														IPR003409			PF02493									
A0A0G2K8M7	NA														IPR007327			PF04201									
A0A0G2K8N4	NA								685612						IPR008160,IPR011489,IPR050392			PF01391,PF07546	R-RNO-1442490,R-RNO-1650814,R-RNO-8948216	XP_038945675.1							
A0A0G2K8P0	NA														IPR011990,IPR019734,IPR039740												
A0A0G2K8P3	rno:25489								25489						IPR000008,IPR000569,IPR001202,IPR024928,IPR035892,IPR035983,IPR036020,IPR050409	rno:25489		PF00168,PF00397,PF00632		NP_037118.1,XP_063121020.1							
A0A0G2K8P5	NA								29246						IPR000956,IPR030514,IPR036002			PF00836		XP_063139268.1							
A0A0G2K8Q3	NA								500946						IPR002355,IPR008972,IPR011706,IPR011707,IPR033138,IPR045087			PF07731,PF07732		NP_001178922.2							
A0A0G2K8Q4	NA														IPR004018			PF02755									
A0A0G2K8Q5	NA			AABR07067040,AABR07067041,AABR07067042					494500						IPR003080,IPR004045,IPR004046,IPR010987,IPR036249,IPR036282,IPR040079,IPR050213			PF00043,PF02798		NP_001273954.1							
A0A0G2K8R4	NA								64474						IPR004087,IPR004088,IPR036612			PF00013,PF24668		NP_001419798.1,NP_001419799.1,NP_001419800.1							
A0A0G2K8S0	NA														IPR002129,IPR015421,IPR015424,IPR050477,IPR055102,IPR055103			PF00282,PF22930,PF22937									
A0A0G2K8S1	NA														IPR000076,IPR004841,IPR004842,IPR018491			PF00324,PF03522		XP_017444580.1							
A0A0G2K8S9	NA								305235						IPR000768,IPR050999			PF01129		XP_063129126.1							
A0A0G2K8T5	NA																										
A0A0G2K8T8	NA								363212						IPR018379,IPR037496			PF10523		NP_001380703.1,XP_063123434.1							
A0A0G2K8U9	NA														IPR006028,IPR006029,IPR006201,IPR006202,IPR008099,IPR018000,IPR036719,IPR036734,IPR038050			PF02931,PF02932									
A0A0G2K8W4	NA																										
A0A0G2K8W7	NA														IPR000562,IPR013806,IPR036943,IPR051666			PF00040									
A0A0G2K8X6	rno:404975								404975						IPR000276,IPR000725,IPR017452	rno:404975		PF13853		NP_001000723.1,XP_003750899.1,XP_017459467.1							
A0A0G2K8X9	NA														IPR000276,IPR000725,IPR017452,IPR050427			PF13853									
A0A0G2K8Y6	NA														IPR000048,IPR000159,IPR000198,IPR001609,IPR002219,IPR008936,IPR027417,IPR029071,IPR036023,IPR036961,IPR046349,IPR046987			PF00063,PF00130,PF00612,PF00620,PF00788									
A0A0G2K8Y7	NA														IPR019394			PF10267									
A0A0G2K8Z5	NA														IPR009071,IPR036910,IPR051965			PF00505									
A0A0G2K8Z6	NA								360642						IPR026180,IPR029332			PF15275		XP_006220930.1,XP_063125524.1							
A0A0G2K8Z7	NA														IPR001356,IPR009057,IPR017970			PF00046									
A0A0G2K8Z8	NA														IPR019376			PF10248									
A0A0G2K905	NA														IPR007188,IPR034666			PF04045									
A0A0G2K908	NA														IPR001494,IPR011989,IPR013598,IPR016024,IPR040016			PF03810,PF08389									
A0A0G2K911	NA														IPR001012,IPR009060,IPR012989,IPR029071,IPR036241			PF00789,PF08059,PF14555		XP_006235316.1							
A0A0G2K913	NA														IPR000644,IPR046342,IPR050511			PF00571									
A0A0G2K914	NA														IPR001696,IPR005821,IPR008051,IPR010526,IPR024583,IPR027359,IPR043203,IPR044564			PF00520,PF06512,PF11933									
A0A0G2K916	NA																										
A0A0G2K920	NA																										
A0A0G2K923	NA														IPR001394,IPR018200,IPR028889,IPR038765,IPR050164			PF00443,PF25822									
A0A0G2K931	NA								293820						IPR000192,IPR015421,IPR015422,IPR015424,IPR020578,IPR022278			PF00266	R-RNO-977347	XP_063143070.1							
A0A0G2K933	NA														IPR001040,IPR019770,IPR023398			PF01652									
A0A0G2K937	NA														IPR000571,IPR036855,IPR045348			PF00642,PF14608									
A0A0G2K938	NA														IPR000595,IPR005821,IPR006153,IPR014710,IPR018422,IPR018490,IPR027359			PF00027,PF00520,PF00999									
A0A0G2K941	NA																										
A0A0G2K943	NA														IPR002553,IPR003164,IPR008152,IPR009028,IPR011989,IPR012295,IPR013041,IPR016024,IPR017104,IPR050840			PF01602,PF02296,PF02883									
A0A0G2K948	NA														IPR001965,IPR011011,IPR013083,IPR013087,IPR019787,IPR025750,IPR036236			PF00628,PF14051									
A0A0G2K950	NA																										
A0A0G2K951	NA								310233						IPR013087,IPR052253				R-RNO-212436	XP_038959523.1							
A0A0G2K952	NA														IPR001394,IPR002048,IPR006615,IPR011992,IPR018200,IPR018247,IPR028135,IPR028889,IPR035927,IPR038765,IPR050185			PF00443,PF06337,PF13202,PF14836									
A0A0G2K953	NA														IPR009703			PF06936									
A0A0G2K954	NA														IPR012340,IPR051231												
A0A0G2K964	NA														IPR000608,IPR016135,IPR023313			PF00179									
A0A0G2K974	NA								296301						IPR000504,IPR012677,IPR017347,IPR034502,IPR035979,IPR051186			PF00076		XP_008760536.1,XP_008760537.1,XP_017447093.1,XP_017447094.1,XP_017447095.1,XP_017447096.1,XP_038960537.1,XP_038960538.1,XP_063139439.1							
A0A0G2K975	NA														IPR000436,IPR035976,IPR051503			PF00084									
A0A0G2K992	NA														IPR002350,IPR004156,IPR036058,IPR036259			PF03137,PF07648									
A0A0G2K994	NA														IPR003598,IPR003599,IPR007110,IPR013098,IPR013106,IPR013783,IPR036179,IPR051170			PF07679,PF13927									
A0A0G2K995	NA								362650						IPR001781			PF00412		NP_001386170.1,NP_001386171.1,XP_008762497.1,XP_008762498.1,XP_038966357.1,XP_038966358.1							
A0A0G2K999	NA								360652						IPR003598,IPR003599,IPR003961,IPR007110,IPR013098,IPR013783,IPR036116,IPR036179,IPR050964			PF00041,PF07679,PF13927	R-RNO-373756	XP_006247755.1							
A0A0G2K9A2	NA														IPR007188,IPR034666			PF04045									
A0A0G2K9A7	NA								314545						IPR001680,IPR011047,IPR015943,IPR036322,IPR053826			PF23769,PF23869	R-RNO-6791226	NP_001386109.1,XP_006244954.1							
A0A0G2K9A9	rno:312504								312504						IPR001810,IPR032675,IPR036047,IPR052283,IPR057038	rno:312504		PF12937,PF23165	R-RNO-8951664,R-RNO-983168	NP_001101341.1,XP_038963530.1,XP_038963531.1							
A0A0G2K9B4	NA								297799						IPR005749,IPR036227					NP_001385938.1							
A0A0G2K9B9	rno:405257								405257						IPR000276,IPR000725,IPR017452,IPR050939	rno:405257		PF13853		NP_001000935.1							
A0A0G2K9C4	NA			AABR07007086,AABR07007087,AABR07007088											IPR024849												
A0A0G2K9C5	NA								292732						IPR006020,IPR010449,IPR011993,IPR016698			PF00640,PF06311		XP_006228627.1							
A0A0G2K9C7	NA																										
A0A0G2K9C8	NA														IPR008734,IPR008928,IPR011613,IPR045583			PF00723,PF19292		XP_008770632.1							
A0A0G2K9C9	rno:287511								287511						IPR000276,IPR000725,IPR017452	rno:287511		PF13853		NP_001001350.1							
A0A0G2K9E0	NA														IPR001611,IPR032675,IPR041302,IPR050637			PF13516,PF18779									
A0A0G2K9E5	NA								363172						IPR001412,IPR002300,IPR002302,IPR009008,IPR009080,IPR013155,IPR014729,IPR025709			PF00133,PF08264,PF13603		XP_008764949.1							
A0A0G2K9E6	NA																										
A0A0G2K9E7	rno:293437								293437						IPR000276,IPR000725,IPR017452	rno:293437		PF13853		NP_001000229.1							
A0A0G2K9E8	NA														IPR001452,IPR001609,IPR010926,IPR027417,IPR035507,IPR036028,IPR036961			PF00018,PF00063,PF06017									
A0A0G2K9F2	NA														IPR008532,IPR051608			PF05670,PF05833									
A0A0G2K9F4	NA																										
A0A0G2K9F6	NA														IPR000079			PF01101									
A0A0G2K9G5	rno:300595														IPR000276,IPR000725,IPR017452			PF13853									
A0A0G2K9H2	NA														IPR001611,IPR031782,IPR032675,IPR057288,IPR057292			PF15904,PF23142,PF25357,PF25624	R-RNO-6798695								
A0A0G2K9H3	NA														IPR000648,IPR018494,IPR037239			PF01237									
A0A0G2K9H4	NA														IPR000742,IPR000998,IPR002172,IPR013320,IPR023415,IPR036055,IPR051560			PF00057,PF00629									
A0A0G2K9H6	NA								192189						IPR000008,IPR001565,IPR014705,IPR035892,IPR047897			PF00168		XP_006230166.1							
A0A0G2K9I2	NA								58834						IPR000198,IPR001660,IPR002913,IPR008936,IPR013761,IPR023393			PF00620,PF01852,PF07647		NP_001120918.1							
A0A0G2K9I7	NA																										
A0A0G2K9I8	NA																										
A0A0G2K9J2	NA														IPR004908,IPR011987,IPR011989,IPR016024,IPR038497			PF03224,PF11698									
A0A0G2K9J3	NA														IPR000795,IPR009000,IPR009001,IPR027417,IPR035531,IPR050055			PF00009									
A0A0G2K9J8	NA								301579						IPR006594,IPR011989,IPR016024,IPR040369,IPR048957,IPR048959,IPR056327			PF21050,PF21051,PF23138		XP_063123102.1							
A0A0G2K9K6	NA														IPR050995												
A0A0G2K9L0	NA																										
A0A0G2K9L2	NA														IPR002014,IPR004152,IPR008942,IPR014645,IPR027429,IPR038425			PF00790,PF03127									
A0A0G2K9M1	NA														IPR004244,IPR035300,IPR042566,IPR043636			PF02994,PF17490									
A0A0G2K9M4	NA								305164						IPR000306,IPR000409,IPR001680,IPR011011,IPR011989,IPR011993,IPR013083,IPR013320,IPR015943,IPR016024,IPR017455,IPR019775,IPR023362,IPR036322,IPR036372,IPR051944,IPR056252			PF00400,PF01363,PF02138,PF14844,PF23295		NP_001164022.3							
A0A0G2K9M7	NA														IPR010750,IPR037802,IPR047287,IPR047288			PF07039									
A0A0G2K9N2	NA														IPR000219,IPR000980,IPR001331,IPR001452,IPR001715,IPR001849,IPR002219,IPR011993,IPR022613,IPR035732,IPR035733,IPR035880,IPR035899,IPR036028,IPR036860,IPR036872,IPR037832			PF00017,PF00018,PF00130,PF00169,PF00621,PF07653,PF11971									
A0A0G2K9N3	NA														IPR000629,IPR001650,IPR011545,IPR014001,IPR014014,IPR027417			PF00270,PF00271									
A0A0G2K9N5	rno:500892								500892						IPR001128,IPR002399,IPR017972,IPR036396,IPR050479	rno:500892		PF00067		NP_036669.3							
A0A0G2K9P1	NA								303566						IPR028045			PF15072		XP_006247391.1							
A0A0G2K9P4	NA																										
A0A0G2K9P5	NA								314030						IPR019465,IPR048485,IPR049176			PF10392,PF20649	R-RNO-6807878,R-RNO-6811438,R-RNO-6811440	NP_001385716.1,XP_006225802.1							
A0A0G2K9Q0	NA								295446						IPR000195,IPR000719,IPR001763,IPR011009,IPR035969,IPR036873			PF00069,PF00566,PF00581		NP_001401962.1,XP_008759718.1							
A0A0G2K9Q1	NA														IPR008628,IPR038261			PF05719									
A0A0G2K9Q2	NA			AABR07060134,AABR07060135,AABR07060136,AABR07060137,AABR07060138,AABR07060139											IPR006594,IPR006595,IPR006652,IPR008979,IPR010565,IPR011043,IPR015915,IPR052456			PF01344,PF06588,PF24681									
A0A0G2K9Q4	NA																										
A0A0G2K9Q7	NA														IPR004241,IPR029071			PF02991									
A0A0G2K9Q8	NA														IPR003126,IPR011011,IPR013083,IPR040204,IPR047506			PF02207									
A0A0G2K9R9	rno:498433								498433						IPR011989,IPR016024,IPR021843,IPR032430,IPR035309,IPR055455	rno:498433		PF11919,PF16507,PF23096		NP_001020311.2							
A0A0G2K9S4	NA														IPR000048,IPR001609,IPR002710,IPR004009,IPR027417,IPR036103,IPR036961,IPR037988			PF00063,PF00612,PF01843									
A0A0G2K9T0	NA														IPR004012,IPR025258,IPR037213,IPR048569,IPR052428			PF02759,PF13901,PF21054									
A0A0G2K9T4	NA														IPR001101,IPR001452,IPR001589,IPR001715,IPR002017,IPR002048,IPR003108,IPR011992,IPR018159,IPR018247,IPR035915,IPR036534,IPR036872,IPR041573,IPR041615,IPR043197,IPR049538			PF00307,PF00435,PF00681,PF02187,PF13499,PF17902,PF18373,PF21019,PF21020,PF21097									
A0A0G2K9T8	NA			AC103574					85423						IPR033555,IPR056513			PF24245		NP_001385582.1,XP_006228099.1							
A0A0G2K9V1	NA																										
A0A0G2K9V2	NA																										
A0A0G2K9V6	NA								294810						IPR002314,IPR002320,IPR004095,IPR004154,IPR006195,IPR012675,IPR012676,IPR012947,IPR018163,IPR033728,IPR036621,IPR045864,IPR047246			PF00587,PF02824,PF03129,PF07973		NP_001386145.1,XP_006232130.1							
A0A0G2K9V9	NA																										
A0A0G2K9W2	NA								114108						IPR001478,IPR001781,IPR031847,IPR036034,IPR050604			PF00412,PF00595,PF15936		XP_006253182.1							
A0A0G2K9W7	NA								29216						IPR000033,IPR000152,IPR000742,IPR001881,IPR002172,IPR009030,IPR011042,IPR018097,IPR023415,IPR026823,IPR036055,IPR049883,IPR051221,IPR056588			PF00057,PF00058,PF07645,PF12662,PF14670,PF24468		NP_110454.2							
A0A0G2K9X1	NA														IPR010892,IPR046350			PF07448									
A0A0G2K9X3	NA														IPR000048,IPR001609,IPR002710,IPR004009,IPR027417,IPR036103,IPR036961,IPR037988			PF00063,PF00612,PF01843									
A0A0G2K9X4	rno:288199														IPR000276,IPR000725,IPR017452			PF13853									
A0A0G2K9Y3	NA								691920						IPR000253,IPR001752,IPR002913,IPR008984,IPR019821,IPR023393,IPR027417,IPR036961			PF00225,PF00498,PF01852		NP_001414759.1,XP_003753810.1,XP_017447699.1							
A0A0G2K9Y5	NA														IPR000010,IPR046350,IPR050735												
A0A0G2K9Y7	NA																										
A0A0G2KA07	NA																										
A0A0G2KA08	NA								299256						IPR001279,IPR011108,IPR022712,IPR025069,IPR027075,IPR035639,IPR036866			PF07521,PF10996,PF13299,PF16661	R-RNO-159231,R-RNO-72187,R-RNO-72203,R-RNO-73856,R-RNO-77595	XP_063117833.1,XP_063117834.1							
A0A0G2KA12	NA														IPR000253,IPR001752,IPR001849,IPR008984,IPR011993,IPR019821,IPR022140,IPR022164,IPR027417,IPR032405,IPR036961,IPR049780			PF00169,PF00225,PF00498,PF12423,PF12473,PF16183									
A0A0G2KA14	NA														IPR039272,IPR045820			PF19439									
A0A0G2KA15	NA														IPR004212,IPR016659,IPR036647			PF02946									
A0A0G2KA18	NA														IPR000008,IPR001478,IPR011011,IPR013083,IPR017455,IPR035892,IPR036034,IPR039032,IPR054386			PF00168,PF00595,PF22601									
A0A0G2KA20	NA								117020						IPR000219,IPR001251,IPR001331,IPR001452,IPR001849,IPR002017,IPR011993,IPR018159,IPR035532,IPR035534,IPR035899,IPR036028,IPR036865,IPR051336,IPR055251,IPR056466			PF00435,PF00621,PF13716,PF22697,PF23289		XP_006253486.1							
A0A0G2KA23	NA														IPR000577,IPR005999,IPR018483,IPR018484,IPR018485,IPR042018,IPR043129			PF00370,PF02782									
A0A0G2KA24	NA														IPR001046			PF01566									
A0A0G2KA27	NA								94193						IPR001194,IPR005112,IPR005113,IPR037516,IPR039980,IPR043153,IPR056574,IPR057469			PF02141,PF03456,PF23629,PF25328		NP_001416542.1							
A0A0G2KA32	NA								311468						IPR000246,IPR029055,IPR037464			PF01112		XP_063139861.1							
A0A0G2KA35	NA																										
A0A0G2KA37	NA								306534						IPR000488,IPR000884,IPR000906,IPR003598,IPR003599,IPR007110,IPR011029,IPR013098,IPR013783,IPR033772,IPR036179,IPR036383,IPR037936,IPR042058			PF00090,PF00531,PF00791,PF07679,PF17217,PF25609		XP_017455624.1							
